gpso_id,name,latitude,longitude
B035,Avenue Emile Henriot,43.69397731106014,7.245491412856165
B036,Vieux Chemin de Gairaut,43.728620313264756,7.260759051182584
B038,Ligne de Nice à Breil-sur-Roya,43.71422412001514,7.282810902712009
B039,Pont Vincent Auriol,43.71653833562842,7.281924997780143
B040,Pont des Abattoirs,43.719232866166436,7.284203828396641
B041,Pont René Coty,43.723120150291365,7.28792358476686
